Seccion,Manzana,Parcela,SMP,Expediente,Nomenclacion par,Fecha de registro,Direccion,Comuna 1,Codigo postal,Codigo postal argentino,Tipo obra,Superficie (m2),Direccion normalizada,Lon,Lat,Calle,Altura,Barrio,Comuna
083,118,021,083-118-021,12580708/18,1-15-83-118-21,2019-03-14,,,,,Obra Menor,124.55,,,,,,,
 , , , - - ,57323/17,,2018-06-05,LIBERTADOR 5956/60,Comuna 13,1428,C1428ARP,Obra Mayor,3740.93,DEL LIBERTADOR AV. 5956,-58.447468415435196,-34.55713944203949,DEL LIBERTADOR AV.,5956,Belgrano,13
047,174,016a,047-174-016a,26140424/17,15-47-174-16a,2017-11-21,.CORRIENRES 5448/52,Comuna 15,1414,C1414AJU,Obra Mayor,8467.87,CORRIENTES AV. 5448,-58.44124733988181,-34.5977230970322,CORRIENTES AV.,5448,Villa Crespo,15
027,071,013d,027-071-013d,15896369/18,16-27-71-13d,2018-11-28,11 DE SEPT. 2841/55,Comuna 13,1429,C1429BIA,Obra Mayor,6059,11 DE SEPTIEMBRE DE 1888 2841,-58.4567461882739,-34.5518791820409,11 DE SEPTIEMBRE DE 1888,2841,Nuñez,13
 , , , - - ,9429862/18,,2018-06-19,11 DE SEPT. 2866/70,Comuna 13,1429,C1429BIB,Obra Media,1905.2,11 DE SEPTIEMBRE DE 1888 2866,-58.4570760821802,-34.5516254456303,11 DE SEPTIEMBRE DE 1888,2866,Nuñez,13
029,84A,001,029-84A-001,22333384/16,16-29-84A-1,2017-10-11,11 DE SEPT. 4148,Comuna 13,1429,C1429BJB,Obra Menor,394.67,11 DE SEPTIEMBRE DE 1888 4148,-58.464431852687206,-34.5415847787856,11 DE SEPTIEMBRE DE 1888,4148,Nuñez,13
027,061,029,027-061-029,12277222/18,16-27-61-29,2018-10-19,11 DE SEPT.2930,Comuna 13,1429,C1429BID,Obra Media,1380.12,11 DE SEPTIEMBRE DE 1888 2930,-58.4576001638011,-34.5509027334262,11 DE SEPTIEMBRE DE 1888,2930,Nuñez,13
029,079,022,029-079-022,17214415/15,16-29-79-22,2017-12-22,11 DE SEPT.3622,Comuna 13,1429,C1429BIR,Obra Media,627.4,11 DE SEPTIEMBRE DE 1888 3622,-58.46164148936621,-34.5453448854184,11 DE SEPTIEMBRE DE 1888,3622,Nuñez,13
029,84b,021,029-84b-021,34915804/18,16-29-84b-21,2019-05-21,11 DE SEPT.4176,Comuna 13,1429,C1429BJB,Obra Menor,260.72,11 DE SEPTIEMBRE DE 1888 4176,-58.4645743016327,-34.54139056117409,11 DE SEPTIEMBRE DE 1888,4176,Nuñez,13
029,82A,12,029-82A-12,23557479/17,"16-29-82A-12,13,14",2018-07-13,11 DE SEPTIEM.3966/74,Comuna 13,1429,C1429BIX,Obra Media,2381.05,11 DE SEPTIEMBRE DE 1888 3966,-58.4633354483829,-34.543064400625504,11 DE SEPTIEMBRE DE 1888,3966,Nuñez,13
029,82A,13,029-82A-13,23557479/17,"16-29-82A-12,13,14",2018-07-13,11 DE SEPTIEM.3966/74,Comuna 13,1429,C1429BIX,Obra Media,2381.05,11 DE SEPTIEMBRE DE 1888 3966,-58.4633354483829,-34.543064400625504,11 DE SEPTIEMBRE DE 1888,3966,Nuñez,13
029,82A,14,029-82A-14,23557479/17,"16-29-82A-12,13,14",2018-07-13,11 DE SEPTIEM.3966/74,Comuna 13,1429,C1429BIX,Obra Media,2381.05,11 DE SEPTIEMBRE DE 1888 3966,-58.4633354483829,-34.543064400625504,11 DE SEPTIEMBRE DE 1888,3966,Nuñez,13
027,072,011,027-072-011,18781034/18,16-27-72-11,2019-05-21,11 DE SEPTIEMBRE 2951/57,Comuna 13,1429,C1429BIC,Obra Media,1024.32,11 DE SEPTIEMBRE DE 1888 2951,-58.4575973969068,-34.55072299260569,11 DE SEPTIEMBRE DE 1888,2951,Nuñez,13
027,075,009a,027-075-009a,19346833/18,16-27-75-009A,2019-03-11,11 DE SEPTIEMBRE 3201/05,Comuna 13,1429,C1429BII,Micro Obra,22.05,11 DE SEPTIEMBRE DE 1888 3201,-58.4591716312761,-34.5485894132089,11 DE SEPTIEMBRE DE 1888,3201,Nuñez,13
 , , , - - ,16944400/17,,2018-04-19,11 DE SEPTIEMBRE 4588,Comuna 13,1429,C1429BJJ,Obra Media,1191.54,11 DE SEPTIEMBRE DE 1888 4588,-58.4668225214805,-34.5383494543601,11 DE SEPTIEMBRE DE 1888,4588,Nuñez,13
059,046,014,059-046-014,9586860/16,15-59-46-14,2017-10-03,12 DE OCTUBRE 1850,Comuna 15,1416,C1416FIF,Obra Media,1675.78,12 DE OCTUBRE 1850,-58.4703292771144,-34.6022645347003,12 DE OCTUBRE,1850,Paternal,15
059,046,016,059-046-016,20953848/17,15-59-046-16,2017-11-01,12 DE OCTUBRE 1870,Comuna 15,1416,C1416FIF,Obra Menor,158.21,12 DE OCTUBRE 1870,-58.47034241760061,-34.6024124554638,12 DE OCTUBRE,1870,Paternal,15
049,133,025,049-133-025,13695290/18,15-49-133-25,2018-10-31,14 DE JULIO 760,Comuna 15,1427,C1427CJP,Obra Mayor,3266.91,14 DE JULIO 760,-58.4620762895566,-34.5845870924028,14 DE JULIO,760,Villa Ortuzar,15
049,134,011,049-134-011,12279250/18,15-49-134-11,2019-01-03,14 DE JULIO 882,Comuna 15,1427,C1427CJR,Obra Menor,253.23,14 DE JULIO 882,-58.4620164541058,-34.583205477583796,14 DE JULIO,882,Villa Ortuzar,15
024,066,024,024-066-024,18113147/18,2-24-66-24,2018-10-12,15 DE NOVIEMBRE 2573,Comuna 4,1261,C1261AAO,Micro Obra,,15 DE NOVIEMBRE DE 1889 2573,-58.399305569907895,-34.633581223589694,15 DE NOVIEMBRE DE 1889,2573,Parque Patricios,4
030,042,016,030-042-016,13113507/18,8-30-42-16,2019-04-04,24 DE NOVIEMB.1564,Comuna 3,1242,C1242AAH,Obra Media,1165.1,24 DE NOVIEMBRE 1564,-58.4098567840029,-34.62940227503011,24 DE NOVIEMBRE,1564,San Cristobal,3
030,049,012,030-049-012,26838819/16,8-30-49-12,2017-09-22,24 DE NOVIEMBRE 1262,Comuna 3,1242,C1242AAB,Obra Media,1081.12,24 DE NOVIEMBRE 1262,-58.4102116118192,-34.6257362406298,24 DE NOVIEMBRE,1262,San Cristobal,3
 , , , - - ,29818306/17,,2018-04-18,24 DE NOVIEMBRE 1652,Comuna 4,1242,C1242AAJ,Obra Menor,415.9,24 DE NOVIEMBRE 1652,-58.4097516946795,-34.630541898660304,24 DE NOVIEMBRE,1652,Parque Patricios,4
 , , , - - ,23833998/17,,2018-02-21,24 DE NOVIEMBRE 759,Comuna 3,1224,C1224AAE,Obra Media,2099.98,24 DE NOVIEMBRE 759,-58.4109576395268,-34.6197697620785,24 DE NOVIEMBRE,759,Balvanera,3
023,025,016,023-025-016,21191302/17,17-23-25-16,2018-07-23,3 DE FEBRERO 1131/33,Comuna 14,1426,C1426BJI,Obra Media,1542.41,3 DE FEBRERO 1131,-58.4439362783888,-34.568583823809995,3 DE FEBRERO,1131,Palermo,14
027,060,14a,027-060-14a,18166688/14,16-27-60-14a/14b,2017-12-13,3 DE FEBRERO 2841/53,Comuna 13,1429,C1429BFA,Obra Mayor,7203.76,3 DE FEBRERO 2841,-58.457721105618106,-34.552297336291296,3 DE FEBRERO,2841,Nuñez,13
027,060,14b,027-060-14b,18166688/14,16-27-60-14a/14b,2017-12-13,3 DE FEBRERO 2841/53,Comuna 13,1429,C1429BFA,Obra Mayor,7203.76,3 DE FEBRERO 2841,-58.457721105618106,-34.552297336291296,3 DE FEBRERO,2841,Nuñez,13
 , , , - - ,29876193/17,,2018-04-03,3 DE FEBRERO 2936,Comuna 13,1429,C1429BFD,Obra Media,1604.3,3 DE FEBRERO 2936,-58.458510610629,-34.551369117034,3 DE FEBRERO,2936,Nuñez,13
 , , , - - ,28896008/17,,2018-01-03,3 DE FEBRERO 3331,Comuna 13,1429,C1429BFK,Obra Media,694.74,3 DE FEBRERO 3331,-58.460798365513,-34.54810969086889,3 DE FEBRERO,3331,Nuñez,13
 , , , - - ,17261782/17,,2018-05-17,3 DE FEBRERO 4074/76,Comuna 13,1429,C1429BFZ,Obra Media,963.15,3 DE FEBRERO 4074,-58.4649389970858,-34.542627826196,3 DE FEBRERO,4074,Nuñez,13
 , , , - - ,29266132/17,,2018-03-12,3 DE FEBRERO 4169,Comuna 13,1429,C1429BGA,Obra Menor,488.88,3 DE FEBRERO 4169,-58.4654257886868,-34.5418193942987,3 DE FEBRERO,4169,Nuñez,13
029,085,012,029-085-012,4350046/16,16-29-85-12,2017-10-26,3 DE FEBRERO 4255,Comuna 13,1429,C1429BGC,Obra Media,902.5,3 DE FEBRERO 4255,-58.4659087147597,-34.541170337337306,3 DE FEBRERO,4255,Nuñez,13
023,017,009,023-017-009,10448323/17,23-17-9,2017-10-03,3 DE FEBRERO 990,Comuna 14,1426,C1426BJF,Obra Media,1349.48,3 DE FEBRERO 990,-58.4427891572948,-34.5694944021316,3 DE FEBRERO,990,Palermo,14
038,164,023,038-164-023,24259036/16,01-38-164-23,2017-10-23,33 ORIENTALES 1923,Comuna 5,1257,C1257ACS,Obra Menor,266.26,TREINTA Y TRES ORIENTALES 1923,-58.420823980707205,-34.6361531564993,TREINTA Y TRES ORIENTALES,1923,Boedo,5
036,058,011f,036-058-011f,11441752/18,6-36-58-11f,2018-07-31,33 ORIENTALES 524,Comuna 5,1236,C1236ACD,Obra Media,933.07,TREINTA Y TRES ORIENTALES 524,-58.4242101280642,-34.6193305325577,TREINTA Y TRES ORIENTALES,524,Almagro,5
036,053,012,036-053-012,24947518/17,6-36-053-012,2017-12-06,33 ORIENTALES 920,Comuna 5,1236,C1236ACL,Obra Menor,222.88,TREINTA Y TRES ORIENTALES 920,-58.423074407260295,-34.6252201319574,TREINTA Y TRES ORIENTALES,920,Boedo,5
020,003,16ABC17,020-003-16ABC17,3306957/18,20-03-16ABC17/18,2018-11-29,9 DE JULIO,,,,Obra Media,572.12,9 DE JULIO AV.,,,9 DE JULIO AV.,,,
020,003,18,020-003-18,3306957/18,20-03-16ABC17/18,2018-11-29,9 DE JULIO,,,,Obra Media,572.12,9 DE JULIO AV.,,,9 DE JULIO AV.,,,
069,077,025,069-077-025,30348622/18,15-69-77-25,2019-01-28,A. BUFANO 2469,Comuna 11,1416,C1416AJY,Obra Menor,303.16,"BUFANO, ALFREDO R. 2469",-58.4776731031605,-34.6046726976685,"BUFANO, ALFREDO R.",2469,Villa Del Parque,11
 , , , - - ,14370866/17,,2018-01-25,A. FIGUEROA 1726,Comuna 14,1180,C1180ABH,Obra Media,738.7,"ACUÑA DE FIGUEROA, FRANCISCO 1726",-58.4204695569166,-34.5911962450979,"ACUÑA DE FIGUEROA, FRANCISCO",1726,Palermo,14
069,008,016,069-008-016,32028479/18,15-69-008-016,2019-05-17,A. JONTE 3089,Comuna 11,1416,C1416EYC,Obra Media,711.49,ALVAREZ JONTE AV. 3089,-58.4862621415519,-34.609511882894694,ALVAREZ JONTE AV.,3089,Villa Del Parque,11
091,056,014,091-056-014,26878055/18,15-91-056-14,2019-01-02,A. M. CERVANTES 5210,Comuna 10,1407,C1407MLN,Obra Menor,140.74,"MAGARIÑOS CERVANTES, A. 5210",-58.5054044285686,-34.6308294889013,"MAGARIÑOS CERVANTES, A.",5210,Villa Luro,10
045,078,016,045-078-016,36694238/15,7-45-78-16,2019-05-17,A. MACHADO 615,Comuna 6,1405,C1405DIC,Obra Menor,168.75,"MACHADO, ANTONIO 615",-58.4405032785556,-34.6064472749158,"MACHADO, ANTONIO",615,Caballito,6
037,021,004,037-021-004,13778658/18,17-37-21-4,2019-02-22,A. THOMAS 1244,Comuna 15,1427,C1427CCZ,Obra Media,2350.6,ALVAREZ THOMAS AV. 1244,-58.4590562101507,-34.5784543008153,ALVAREZ THOMAS AV.,1244,Chacarita,15
083,132,003,083-132-003,8753311/18,15-83-132-3,2018-07-31,A.A.LOPEZ 3714/16,Comuna 11,1419,C1419EUH,Obra Media,530.6,"LOPEZ, CARLOS ANTONIO 3714",-58.513813186986596,-34.59214987875511,"LOPEZ, CARLOS ANTONIO",3714,Villa Devoto,11
026,014,000,026-014-000,17581436/17,02-26-14-00,2017-10-03,A.ALCORTA 2602/36,Comuna 4,1437,C1437HTO,Obra Mayor,2874,"ALCORTA, AMANCIO AV. 2602",-58.39920173250901,-34.644138538263995,"ALCORTA, AMANCIO AV.",2602,Parque Patricios,4
075,128,018,075-128-018,19552804/18,16-75-128-18,2018-08-22,A.ALVAREZ 5122,,,,Obra Menor,375.31,,,,,,,
003,074C,000,003-074C-000,25219107/17,020-003-074C-000,2018-09-12,A.ARGENTINA 1475,Comuna 1,1104,C1104ACB,Obra Media,586.51,ANTARTIDA ARGENTINA AV. 1475,-58.373120866425,-34.5827394951743,ANTARTIDA ARGENTINA AV.,1475,Retiro,1
065,095,026,065-095-026,11021901/17,5-65-95-26,2017-09-13,A.BUFANO 1084,Comuna 7,1406,C1406AXH,Micro Obra,16.9,"BUFANO, ALFREDO R. 1084",-58.467531113521396,-34.6182447123886,"BUFANO, ALFREDO R.",1084,Flores,7
065,098,016a,065-098-016a,16037614/16,5-65-98-16A,2017-12-04,A.BUFANO 1125/27,Comuna 7,1406,C1406AXI,Obra Media,857.3,"BUFANO, ALFREDO R. 1125",-58.4677062735341,-34.6176302777327,"BUFANO, ALFREDO R.",1125,Flores,7
067,084,034,067-084-034,9051152/17,15-67-84-34,2018-11-28,A.BUFANO 1272/74,Comuna 11,1416,C1416AJB,Obra Media,873.92,"BUFANO, ALFREDO R. 1272",-58.46856728404679,-34.6165542515982,"BUFANO, ALFREDO R.",1272,Villa Gral. Mitre,11
033,084,048,033-084-048,26345534/16,17-33-84-48,2017-10-02,A.CABRERA 5950/54,Comuna 14,1414,C1414BHL,Obra Media,1680.81,"CABRERA, JOSE A. 5950",-58.4418535428522,-34.5830263210807,"CABRERA, JOSE A.",5950,Palermo,14
 , , , - - ,29762057/17,,2018-06-13,A.CARRANZA 1530,Comuna 14,1414,C1414COP,Obra Menor,151.27,"CARRANZA, ANGEL JUSTINIANO 1530",-58.439962866312285,-34.5838766198623,"CARRANZA, ANGEL JUSTINIANO",1530,Palermo,14
 , , , - - ,28889293/17,,2018-05-15,A.CARRANZA 2951,Comuna 11,1417,C1417HFM,Obra Media,2060.59,"CARRANZA, ADOLFO P. 2951",-58.4851038182741,-34.6081096046764,"CARRANZA, ADOLFO P.",2951,Villa Del Parque,11
 , , , - - ,14199720/18,,2018-06-04,A.CARRANZA 3179,Comuna 11,1417,C1417HFQ,Obra Media,1851.96,"CARRANZA, ADOLFO P. 3179",-58.487692287021,-34.609529727681306,"CARRANZA, ADOLFO P.",3179,Villa Del Parque,11
 , , , - - ,6276060/14,,2018-06-26,A.DE FIGUEROA 1332,Comuna 14,1180,C1180AAZ,Obra Mayor,2607.45,"ACUÑA DE FIGUEROA, FRANCISCO 1332",-58.4214969791228,-34.59603277288781,"ACUÑA DE FIGUEROA, FRANCISCO",1332,Palermo,14
019,007,014,019-007-014,22955490/15,18-19-7-14,2018-09-13,A.DE FIGUEROA 1355/57,Comuna 14,1180,C1180AAY,Obra Media,1882.89,"ACUÑA DE FIGUEROA, FRANCISCO 1355",-58.4213211798893,-34.5957598877196,"ACUÑA DE FIGUEROA, FRANCISCO",1355,Palermo,14
019,042,015,019-042-015,24072002/18,18-19-42-15,2018-11-13,A.DE FIGUEROA 1587/89,Comuna 14,1180,C1180ABC,Obra Media,1529.94,"ACUÑA DE FIGUEROA, FRANCISCO 1587",-58.4207858121465,-34.5931006799156,"ACUÑA DE FIGUEROA, FRANCISCO",1587,Palermo,14
 , , , - - ,27894778/17,,2018-03-08,A.DE FIGUEROA 1664,Comuna 14,1180,C1180ABF,Obra Media,999.83,"ACUÑA DE FIGUEROA, FRANCISCO 1664",-58.4207052071628,-34.59208744791291,"ACUÑA DE FIGUEROA, FRANCISCO",1664,Palermo,14
007,017,069.044,007-017-069.044,30100542/17,7-017-069.044,2018-10-10,A.DE FIGUEROA 436/38,Comuna 5,1180,C1180AAH,Obra Media,1283.02,"ACUÑA DE FIGUEROA, FRANCISCO 436",-58.422855203591006,-34.6054813228687,"ACUÑA DE FIGUEROA, FRANCISCO",436,Almagro,5
017,079,013,017-079-013,23280871/18,7-17-79-13,2018-10-31,A.DE FIGUEROA 455/59,Comuna 5,1180,C1180AAG,Obra Media,1529.36,"ACUÑA DE FIGUEROA, FRANCISCO 455",-58.4227637709045,-34.6052523615026,"ACUÑA DE FIGUEROA, FRANCISCO",455,Almagro,5
044,087,15,044-087-15,17515395/16,1-44-87-15/16,2017-11-30,A.DIAZ 2080/100,Comuna 7,1406,C1406IBP,Obra Media,1302.09,"DIAZ, AVELINO 2080",-58.446910698529386,-34.6403515444511,"DIAZ, AVELINO",2080,Parque Chacabuco,7
044,087,16,044-087-16,17515395/16,1-44-87-15/16,2017-11-30,A.DIAZ 2080/100,Comuna 7,1406,C1406IBP,Obra Media,1302.09,"DIAZ, AVELINO 2080",-58.446910698529386,-34.6403515444511,"DIAZ, AVELINO",2080,Parque Chacabuco,7
044,056,013,044-056-013,3196412/16,1-44-56-13,2019-03-11,A.DIAZ 2254/58,Comuna 7,1406,C1406IBT,Obra Menor,500,"DIAZ, AVELINO 2254",-58.44864012268111,-34.6419003194505,"DIAZ, AVELINO",2254,Flores,7
059,108,018a,059-108-018a,14767328/18,15-59-108-18a,2018-11-15,A.DICKMAN 981/99,Comuna 15,1416,C1416EHA,Micro Obra,,"DICKMAN, ADOLFO, DR. 981",-58.4625611559484,-34.5971182016216,"DICKMAN, ADOLFO, DR.",981,Paternal,15
040,17A,017,040-17A-017,17827856/18,6-40-17A-17,2018-09-27,A.FERRARI 957,Comuna 6,1424,C1424BTA,Obra Menor,183.28,"FERRARI, ANTONINO M. 957",-58.4410712982358,-34.6257213503916,"FERRARI, ANTONINO M.",957,Caballito,6
032,010,019b,032-010-019b,16028236/18,02-32-10-19b,2019-04-10,A.FERREIRA 3749,Comuna 4,1437,C1437ITE,Obra Media,1840.76,"FERREYRA, ANDRES 3749",-58.4144705675761,-34.6445314896212,"FERREYRA, ANDRES",3749,Nueva Pompeya,4
032,009,007,032-009-007,13710113/18,2-32-009-007,2019-05-13,A.FERREYRA 3754/56,Comuna 4,1437,C1437ITF,Obra Menor,408.87,"FERREYRA, ANDRES 3754",-58.4148210042521,-34.6445535826109,"FERREYRA, ANDRES",3754,Nueva Pompeya,4
059,033,007,059-033-007,14618870/18,15-59-33-7,2018-09-27,A.FIGUEROA 1852,Comuna 11,1416,C1416DQD,Obra Menor,200.79,"FIGUEROA, D. APOLINARIO, CORONEL 1852",-58.4618517574335,-34.613658527302796,"FIGUEROA, D. APOLINARIO, CORONEL",1852,Villa Gral. Mitre,11
059,017,015,059-017-015,25676604/17,15-59-17-15,2018-07-30,A.FIGUEROA 1947,Comuna 11,1416,C1416DQE,Obra Media,983.31,"FIGUEROA, D. APOLINARIO, CORONEL 1947",-58.462936290198094,-34.6140587833166,"FIGUEROA, D. APOLINARIO, CORONEL",1947,Villa Gral. Mitre,11
060,052,026,060-052-026,21735137/16,1-60-52-26,2017-11-01,A.G.CHAVES 270,Comuna 9,1408,C1408HNB,Obra Menor,184.42,"GONZALES CHAVES, ADOLFO 270",-58.5087631378467,-34.6414433901232,"GONZALES CHAVES, ADOLFO",270,Liniers,9
 , , , - - ,26045812/16,,2018-05-02,A.GALLARDO 608,Comuna 6,1405,C1405DJT,Obra Media,1650.63,"GALLARDO, ANGEL AV. 608",-58.43945965820389,-34.6057442693212,"GALLARDO, ANGEL AV.",608,Caballito,6
045,065,001b,045-065-001b,17081116/17,7-45-65-1b,2017-10-19,A.GALLARDO 906/32,Comuna 6,1405,C1405DJW,Obra Mayor,7655.04,"GALLARDO, ANGEL AV. 906",-58.4433344426552,-34.6067975143906,"GALLARDO, ANGEL AV.",906,Caballito,6
035,018,015,035-018-015,13157338/16,17-35-18-15,2017-12-29,A.J.CARRANZA 1665/67,Comuna 14,1414,C1414COQ,Obra Menor,406.8,"CARRANZA, ANGEL JUSTINIANO 1665",-58.438646358177394,-34.5828682628823,"CARRANZA, ANGEL JUSTINIANO",1665,Palermo,14
035,060,018,035-060-018,4876133/18,17-35-60-18,2018-08-03,A.J.CARRANZA 1941//45,Comuna 14,1414,C1414COW,Obra Media,896.26,"CARRANZA, ANGEL JUSTINIANO 1941",-58.4361665169476,-34.5807021303602,"CARRANZA, ANGEL JUSTINIANO",1941,Palermo,14
 , , , - - ,25599747/17,,2018-03-13,A.J.SUCRE 2775/83,Comuna 13,1428,C1428DVW,Obra Media,1859.18,"SUCRE, ANTONIO JOSE DE, MCAL. 2775",-58.4585066762638,-34.5659159993294,"SUCRE, ANTONIO JOSE DE, MCAL.",2775,Belgrano,13
045,097,004,045-097-004,21076129/17,007-045-097-004,2017-11-30,A.JAURETCHE 262,Comuna 6,1405,C1405CUF,Obra Menor,127.27,"JAURETCHE, ARTURO 262",-58.437197324588006,-34.61097581927831,"JAURETCHE, ARTURO",262,Caballito,6
067,049,001g,067-049-001g,31300629/18,15-67-49-001g,2019-04-26,A.JONTE 2808/10,Comuna 11,1416,C1416EYN,Obra Media,1249.47,ALVAREZ JONTE AV. 2808,-58.48217520638921,-34.6086109533569,ALVAREZ JONTE AV.,2808,Villa Santa Rita,11
079,073,018,079-073-018,23514488/18,15-79-73-18,2018-11-15,A.JONTE 3978/80,Comuna 10,1407,C1407GOT,Obra Media,807.01,ALVAREZ JONTE AV. 3978,-58.496427452418295,-34.61490121147389,ALVAREZ JONTE AV.,3978,Monte Castro,10
 , , , - - ,22288434/17,,2018-01-12,A.M.AGUADO 2861,Comuna 14,1425,C1425CEA,Obra Menor,260.08,"AGUADO, ALEJANDRO M. DE 2861",-58.4018259425971,-34.5798673568889,"AGUADO, ALEJANDRO M. DE",2861,Palermo,14
045,089,009,045-089-009,30246145/18,7-45-89-09,2019-05-23,A.MACHADO 568,Comuna 6,1405,C1405DIB,Obra Media,701.74,"MACHADO, ANTONIO 568",-58.43971631889711,-34.6065407013648,"MACHADO, ANTONIO",568,Caballito,6
026,015,001c,026-015-001c,16747721/17,5-26-15-1C,2017-11-23,A.MAGALDI 2209,Comuna 4,1286,C1286AFW,Obra Mayor,18621.81,"MAGALDI, AGUSTIN 2209",-58.3914914157219,-34.661523475127694,"MAGALDI, AGUSTIN",2209,Barracas,4
087,85B,017,087-85B-017,31046438/18,15-87-85B-17,2019-05-10,A.MOHR 2280,Comuna 10,1417,C1417BJB,Obra Menor,115.23,"MOHR, ALEJANDRO 2280",-58.5049229624112,-34.6183363755695,"MOHR, ALEJANDRO",2280,Monte Castro,10
095,035,001a,095-035-001a,12022935/18,1-95-35-1a,2018-07-30,A.S.VALIENTE 154,Comuna 9,1408,C1408HPD,Obra Media,1299.39,"SAENZ VALIENTE, ANSELMO 154",-58.51051695928521,-34.6375252215884,"SAENZ VALIENTE, ANSELMO",154,Liniers,9
098,01T,002a,098-01T-002a,17088126/18,21-98-1T-2a,2018-10-31,A.VILLAFLOR 559,Comuna 1,1107,C1107CIK,Obra Media,507.61,"VILLAFLOR, AZUCENA 559",-58.3603271330566,-34.612020095919,"VILLAFLOR, AZUCENA",559,Puerto Madero,1
060,105,009,060-105-009,18513481/17,1-60-105-9,2017-11-23,ACASSUSO 5185,Comuna 10,1408,C1408FDA,Obra Media,880.84,ACASSUSO 5185,-58.5036197504933,-34.63932731154709,ACASSUSO,5185,Villa Luro,10
074,127,001d,074-127-001d,39468492/15,1-74-127-1d,2017-09-28,ACASSUSO 6211,Comuna 9,1408,C1408FDW,Obra Media,822.79,ACASSUSO 6211,-58.511916634716904,-34.6468706666522,ACASSUSO,6211,Liniers,9
 , , , - - ,12060382/18,,2018-06-06,ACASSUSO 7187/89,Comuna 9,1408,C1408FES,Obra Menor,311.12,ACASSUSO 7187,-58.5192740358901,-34.6534176805909,ACASSUSO,7187,Liniers,9
074,12A,009,074-12A-009,277049-33/18,1-74-12A-9,2018-12-18,ACASSUSO 7550/52,Comuna 9,1440,C1440CMF,Obra Menor,41.5,ACASSUSO 7550,-58.5215218387197,-34.6566198117525,ACASSUSO,7550,Mataderos,9
074,12A,008,074-12A-008,34937598/18,1-74-12A-8,2019-02-26,ACASUSO 7544,Comuna 9,1440,C1440CMF,Obra Menor,63.3,ACASSUSO 7544,-58.5214263978828,-34.6565393020702,ACASSUSO,7544,Mataderos,9
 , , , - - ,30152607/17,,2018-02-28,ACASUSO 7544/46,Comuna 9,1440,C1440CMF,Obra Menor,144.5,ACASSUSO 7544,-58.5214263978828,-34.6565393020702,ACASSUSO,7544,Mataderos,9
031,077,009,031-077-009,28086724/18,18-031-077-009,2018-11-05,ACEVEDO 1029/31,Comuna 15,1414,C1414DJU,Obra Menor,331.42,ACEVEDO 1029,-58.433727688405284,-34.5937188211643,ACEVEDO,1029,Villa Crespo,15
031,077,003,031-077-003,29747421/17,18-31-77-3,2018-09-13,ACEVEDO 1085/89,Comuna 15,1414,C1414DJU,Obra Mayor,3378.7,ACEVEDO 1085,-58.43326037755821,-34.5934204087178,ACEVEDO,1085,Villa Crespo,15
031,005,025,031-005-025,31935505/18,18-31-5-25,2019-02-27,ACEVEDO 450/58,Comuna 15,1414,C1414DJJ,Obra Mayor,3079.04,ACEVEDO 450,-58.4400757263657,-34.5976551846585,ACEVEDO,450,Villa Crespo,15
 , , , - - ,29138546/17,,2018-04-25,ACEVEDO 561/67,Comuna 15,1414,C1414DJK,Obra Mayor,5247.57,ACEVEDO 561,-58.438682720269,-34.5968884173958,ACEVEDO,561,Villa Crespo,15
031,066,024,031-066-024,6986516/17,18-31-66-24,2017-11-30,ACEVEDO 936,Comuna 15,1414,C1414DJT,Obra Media,666.29,ACEVEDO 936,-58.4347652935931,-34.5942565281892,ACEVEDO,936,Villa Crespo,15
042,051,032,042-051-032,33078105/18,05-42-51-32,2019-02-28,ACHAVAL 239/41,Comuna 6,1406,C1406CWA,Obra Media,1836.53,ACHAVAL 239,-58.44981017878021,-34.62708198356961,ACHAVAL,239,Caballito,6
 , , , - - ,29892513/17,,2018-04-09,ACHAVAL 264,Comuna 6,1406,C1406CWB,Obra Media,1910.61,ACHAVAL 264,-58.4495184233558,-34.6274062348048,ACHAVAL,264,Caballito,6
 , , , - - ,9116576/18,,2018-06-05,ACHAVAL 280,Comuna 6,1406,C1406CWB,Obra Media,881.7,ACHAVAL 280,-58.449414062860406,-34.6276147672888,ACHAVAL,280,Caballito,6
042,058,007b,042-058-007b,32424072/18,5-42-58-7B,2019-01-02,ACHAVAL 426,Comuna 6,1406,C1406CWF,Obra Media,1146.96,ACHAVAL 426,-58.4485515443853,-34.6293422323811,ACHAVAL,426,Caballito,6
 , , , - - ,12624528/14,,2018-02-08,ACHAVAL 492,Comuna 6,1406,C1406CWF,Obra Media,660.92,ACHAVAL 492,-58.4482647100045,-34.6299194396451,ACHAVAL,492,Caballito,6
063,008,047,063-008-047,12373015/18,16-63-8-47,2018-10-16,ACHEGA 3170,Comuna 12,1431,C1431ETF,Obra Media,626.55,ACHEGA 3170,-58.5009399148876,-34.5730825509871,ACHEGA,3170,Villa Urquiza,12
 , , , - - ,23237927/17,,2018-05-17,ACHEGA 3425,Comuna 12,1431,C1431ETK,Obra Media,916.19,ACHEGA 3425,-58.5030437003261,-34.5703405861366,ACHEGA,3425,Villa Urquiza,12
 , , , - - ,20595753/17,,2018-06-11,ACHEGA 3562,Comuna 12,1431,C1431ETN,Obra Media,1178.51,ACHEGA 3562,-58.5048086644659,-34.5682851993501,ACHEGA,3562,Villa Urquiza,12
