Seccion,Manzana,Parcela,SMP,Expediente,Nomenclacion par,Fecha de registro,Direccion,Comuna 1,Codigo postal,Codigo postal argentino,Tipo obra,Superficie (m2),Direccion normalizada,Lon,Lat,Calle,Altura,Barrio,Comuna
 , , , - - ,6282871/17,,2018-01-05,RAUCH 3940 U.F.3,Comuna 5,1177,C1177ACB,Obra Menor,93.19,RAUCH 3940,-58.419696473546,-34.60013590162091,RAUCH,3940,Almagro,5
 , , , - - ,30373939/17,,2018-05-14,RAULIES 2070,Comuna 15,1427,C1427DVD,Obra Menor,40.42,RAULIES 2070,-58.4774562983824,-34.5993216765318,RAULIES,2070,Paternal,15
033,070,013,033-070-013,22366425/18,17-33-070-013,2019-02-07,RAVIGNANI 1393,Comuna 14,1414,C1414CPG,Obra Media,856.24,"RAVIGNANI, EMILIO, DR. 1393",-58.44266428992989,-34.5846980561454,"RAVIGNANI, EMILIO, DR.",1393,Palermo,14
 , , , - - ,15432265/17,,2018-03-08,RAWSON 169,Comuna 5,1182,C1182ACA,Obra Media,2027.81,RAWSON 169,-58.425877718494796,-34.6109846062776,RAWSON,169,Almagro,5
017,043,022b,017-043-022b,24954874/18,7-17-43-22b,2018-10-16,RAWSON 314/26,Comuna 5,1182,C1182ACF,Obra Menor,182.87,RAWSON 314,-58.42630609139579,-34.6083569938041,RAWSON,314,Almagro,5
 , , , - - ,29866628/17,,2018-01-29,REG. DE PATRICIOS 127,Comuna 4,1265,C1265ADB,Obra Mayor,2739.6,REGIMIENTO DE PATRICIOS AV. 127,-58.370584631397,-34.6311753171325,REGIMIENTO DE PATRICIOS AV.,127,Barracas,4
008,049,022,008-049-022,9430296/18,03-08-049-022,2018-10-11,REG.DE PATRICIOS 239/49,Comuna 4,1265,C1265ADC,Obra Mayor,3479.63,REGIMIENTO DE PATRICIOS AV. 239,-58.3704918764415,-34.6321736287025,REGIMIENTO DE PATRICIOS AV.,239,Barracas,4
 , , , - - ,30298783/17,,2018-06-06,REMEDIOS 5022,Comuna 9,1440,C1440AXF,Obra Media,707.95,REMEDIOS 5022,-58.48907269761829,-34.65263467873411,REMEDIOS,5022,Mataderos,9
062,032,003,062-032-003,28133742/16,1-62-32-3,2018-10-26,REMEDIOS 5516,Comuna 9,1440,C1440AXP,Obra Menor,220.51,REMEDIOS 5516,-58.4931508171723,-34.6559248606646,REMEDIOS,5516,Mataderos,9
015,095,38c15,015-095-38c15,5246380/17,15-95-38c15,2017-12-28,RENQUE CURA 1709,Comuna 10,1407,C1407CMC,Obra Media,659.07,RENQUE CURA 1709,-58.506273045459395,-34.622958819249,RENQUE CURA,1709,Monte Castro,10
023,084,013a,023-084-013a,23673235/17,17-23-84-13a,2017-12-05,REP.DE ESLOVENIA 1811/19,Comuna 14,1426,C1426CZE,Obra Mayor,2719.06,REPUBLICA DE ESLOVENIA 1811,-58.4336543320741,-34.56956361876,REPUBLICA DE ESLOVENIA,1811,Palermo,14
023,091,5,023-091-5,30274769/17,23-23-91-5/6,2018-10-26,REP.ESLOVENIA 1770/76,Comuna 14,1426,C1426CZD,Obra Mayor,3527.08,REPUBLICA DE ESLOVENIA 1770,-58.4331314283362,-34.5690835001218,REPUBLICA DE ESLOVENIA,1770,Palermo,14
023,091,6,023-091-6,30274769/17,23-23-91-5/6,2018-10-26,REP.ESLOVENIA 1770/76,Comuna 14,1426,C1426CZD,Obra Mayor,3527.08,REPUBLICA DE ESLOVENIA 1770,-58.4331314283362,-34.5690835001218,REPUBLICA DE ESLOVENIA,1770,Palermo,14
015,085,038c,015-085-038c,29989659/17,15-85-38c,2019-01-15,REP.P.BOLIVIA 5870,Comuna 12,1419,C1419DVN,Obra Menor,165.62,ESTADO PLURINACIONAL DE BOLIVIA 5870,-58.50714696132879,-34.5750086005088,ESTADO PLURINACIONAL DE BOLIVIA,5870,Villa Pueyrredon,12
 , , , - - ,29333046/15,,2018-04-11,REPETTO 998,Comuna 6,1405,C1405AEP,Obra Menor,259.83,"REPETTO, NICOLAS, DR. 998",-58.448000550999204,-34.6104990119535,"REPETTO, NICOLAS, DR.",998,Caballito,6
 , , , - - ,29755078/17,,2018-01-30,RIESTRA 5582,Comuna 8,1439,C1439BYT,Obra Media,1801,RIESTRA AV. 5582,-58.4740955698975,-34.676316614076,RIESTRA AV.,5582,Villa Lugano,8
040,051,028a,040-051-028a,30906863/18,6-40-51-28a,2019-01-02,RIGLOS 425,Comuna 6,1424,C1424AFI,Obra Media,1996.97,RIGLOS 425,-58.4363121999904,-34.6236129582266,RIGLOS,425,Caballito,6
040,068,016,040-068-016,727380397/18,6-40-068-016,2018-10-25,RIGLOS 694,Comuna 6,1424,C1424AFN,Obra Media,550.99,RIGLOS 694,-58.4359069601564,-34.6268933436847,RIGLOS,694,Caballito,6
 , , , - - ,1192475/16,,2018-03-15,RIGLOS 763,Comuna 6,1424,C1424AFO,Obra Media,1109.05,RIGLOS 763,-58.435827230909005,-34.6277704609312,RIGLOS,763,Caballito,6
 , , , - - ,20206123/17,,2018-02-14,RIGLOS 769/71,Comuna 6,1424,C1424AFO,Obra Media,1188.12,RIGLOS 769,-58.4358142219422,-34.6278273333404,RIGLOS,769,Caballito,6
 , , , - - ,29444949/17,,2018-06-29,RIGLOS 871/75,Comuna 7,1424,C1424AFQ,Obra Media,1965.32,RIGLOS 871,-58.43548907263778,-34.6292437644584,RIGLOS,871,Parque Chacabuco,7
010,066,002,010-066-002,38959509/15,4-10-66-2,2019-03-12,RIO CUARTO 1170/78,Comuna 4,1168,C1168AFD,Obra Media,952.87,RIO CUARTO 1170,-58.3658708564011,-34.64755891154291,RIO CUARTO,1170,Boca,4
 , , , - - ,7755197/14,,2018-03-08,RIO CUARTO 1910,Comuna 4,1292,C1292AAN,Obra Media,612,RIO CUARTO 1910,-58.374683228955796,-34.649903535697305,RIO CUARTO,1910,Barracas,4
 , , , - - ,3028304/17,,2018-04-16,RIO CUARTO 3032/38,Comuna 4,1292,C1292ABR,Micro Obra,,RIO CUARTO 3032,-58.3894281907271,-34.65250550472031,RIO CUARTO,3032,Barracas,4
017,011,020,017-011-020,20892807/18,7-17-11-20,2018-08-16,RIO DE JANEIRO 1033/35,Comuna 5,1405,C1405CCQ,Obra Media,1239.45,RIO DE JANEIRO 1033,-58.4326667500628,-34.6034203549863,RIO DE JANEIRO,1033,Almagro,5
 , , , - - ,21395446/16,,2018-05-04,RIO DE JANEIRO 259/67,Comuna 5,1405,C1405CCA,Obra Mayor,11111.26,RIO DE JANEIRO 259,-58.4301270464925,-34.6125028043416,RIO DE JANEIRO,259,Almagro,5
045,153,034c,045-153-034c,22529818/17,7-45-153-34c,2017-11-02,RIO DE JANEIRO 746/60,Comuna 6,1405,C1405CCL,Obra Mayor,4628.65,RIO DE JANEIRO 746,-58.4306856550627,-34.6066812904602,RIO DE JANEIRO,746,Caballito,6
029,83B,15,029-83B-15,19720253/16,16-29-83B-15/16,2019-01-04,RIO PIEDRAS 1729/41,Comuna 13,1429,C1429DFA,Obra Media,959.25,RIO PIEDRAS 1729,-58.464211094985714,-34.5423603943574,RIO PIEDRAS,1729,Nuñez,13
029,83B,16,029-83B-16,19720253/16,16-29-83B-15/16,2019-01-04,RIO PIEDRAS 1729/41,Comuna 13,1429,C1429DFA,Obra Media,959.25,RIO PIEDRAS 1729,-58.464211094985714,-34.5423603943574,RIO PIEDRAS,1729,Nuñez,13
 , , , - - ,2041495/18,,2018-05-22,RIO PIEDRAS 1785/87,Comuna 13,1429,C1429DFA,Obra Media,576.33,RIO PIEDRAS 1785,-58.464526859756496,-34.5425190868601,RIO PIEDRAS,1785,Nuñez,13
 , , , - - ,8988034/17,,2018-04-19,RIO SALADO 3458,Comuna 11,1419,C1419CCD,Obra Menor,201.79,RIO SALADO 3458,-58.524644600153714,-34.6109989722355,RIO SALADO,3458,Villa Devoto,11
 , , , - - ,11327180/17,,2018-06-06,RIOBAMBA 879/81,Comuna 2,1116,C1116ABA,Obra Media,852.25,RIOBAMBA 879,-58.3944761837653,-34.5989123473339,RIOBAMBA,879,Recoleta,2
060,054,031,060-054-031,9953213/18,1-60-54-31,2018-12-20,RIVADAVIA 10430/44,Comuna 9,1408,C1408AAR,Obra Menor,73.86,RIVADAVIA AV. 10430,-58.51050746743979,-34.63930058635789,RIVADAVIA AV.,10430,Liniers,9
072,016,009,072-016-009,30140564/18,1-72-16-9,2018-12-05,RIVADAVIA 11674/78,Comuna 9,1408,C1408ABQ,Micro Obra,,RIVADAVIA AV. 11674,-58.5286724104731,-34.6394372099218,RIVADAVIA AV.,11674,Liniers,9
 , , , - - ,29883571/17,,2018-06-05,RIVADAVIA 1453/59,Comuna 1,1033,C1033AAE,Obra Mayor,6145.35,RIVADAVIA AV. 1453,-58.387007650872896,-34.608813149749395,RIVADAVIA AV.,1453,San Nicolas,1
042,042,006,042-042-006,12541180/18,5-42-42-6,2018-10-31,RIVADAVIA 6130/36,Comuna 6,1406,C1406GLR,Obra Menor,329.94,RIVADAVIA AV. 6130,-58.4526325018159,-34.6251803604391,RIVADAVIA AV.,6130,Caballito,6
065,081,015a,065-081-015a,7715005/18,5-65-81-15a,2018-08-09,RIVADAVIA 6847,Comuna 7,1406,C1406GLL,Obra Menor,171.06,RIVADAVIA AV. 6847,-58.4619244880849,-34.6285399781843,RIVADAVIA AV.,6847,Flores,7
077,021,014,077-021-014,13116059/18,1-77-21-14,2018-01-02,RIVADAVIA 9201/15,Comuna 10,1407,C1407DZB,Obra Media,2261.35,RIVADAVIA AV. 9201,-58.4939330394065,-34.6365723862303,RIVADAVIA AV.,9201,Villa Luro,10
095,059,019,095-059-019,26605014/18,1-95-59-19,2018-11-14,RIVADAVIA 9615/17,Comuna 10,1407,C1407DZF,Obra Media,1871.64,RIVADAVIA AV. 9615,-58.499808930273296,-34.6373796064493,RIVADAVIA AV.,9615,Villa Luro,10
095,052,023,095-052-023,17132052/18,1-95-52-23,2018-10-24,RIVADAVIA 9823/25,Comuna 10,1407,C1407DZH,Obra Mayor,3131.51,RIVADAVIA AV. 9823,-58.502518993984786,-34.6377646732263,RIVADAVIA AV.,9823,Villa Luro,10
069,064,037,069-064-037,29540936/18,15-69-64-37,2019-01-17,RIVAS 2331,Comuna 11,1417,C1417FXA,Obra Media,1046.32,"RIVAS, GRAL. 2331",-58.482382853810996,-34.59854157556331,"RIVAS, GRAL.",2331,Villa Del Parque,11
017,083,003,017-083-003,32353293/18,7-17-83-3,2019-02-11,ROCAMORA 4018,Comuna 5,1184,C1184ABB,Obra Media,1116.66,ROCAMORA 4018,-58.4208822315983,-34.5995210342018,ROCAMORA,4018,Almagro,5
017,020,004,017-020-004,14063387/18,7-17-20-4,2018-10-04,ROCAMORA 4566/68,Comuna 5,1184,C1184ABL,Obra Media,1912.21,ROCAMORA 4566,-58.42861733026901,-34.5990624773677,ROCAMORA,4566,Almagro,5
 , , , - - ,5927467/18,,2018-03-20,RODRIGEZ PEÑA 1934/36,Comuna 2,1021,C1021ABP,SIN INFORMACION,,RODRIGUEZ PEÑA 1934,-58.386748373633786,-34.5887118599706,RODRIGUEZ PEÑA,1934,Recoleta,2
045,017,016,045-017-016,28218725/16,7-45-017-016,2019-02-25,ROJAS 372,Comuna 6,1405,C1405ABD,Obra Media,1612.82,ROJAS 372,-58.4430842384093,-34.6167066942215,ROJAS,372,Caballito,6
045,031,014,045-031-014,32754183/18,7-45-31-14,2019-05-30,ROJAS 377/79,Comuna 6,1405,C1405ABC,Obra Media,1595.59,ROJAS 377,-58.443017761908905,-34.6166327737742,ROJAS,377,Caballito,6
045,019,038,045-019-038,25629276/18,7-45-19-38,2018-11-12,ROJAS 482,Comuna 6,1405,C1405ABF,Micro Obra,,ROJAS 482,-58.443660170061705,-34.61535763611861,ROJAS,482,Caballito,6
041,01b,019,041-01b-019,15340134/17,16-41-1b-19,2017-09-06,ROMULO NAON 3561,Comuna 12,1430,C1430EQQ,Obra Media,1823.57,"NAON, ROMULO 3561",-58.481077018253295,-34.556815537611,"NAON, ROMULO",3561,Saavedra,12
041,10B,017,041-10B-017,14592055/17,16-41-10B-17,2017-11-15,ROMULO NAON 3573/75,Comuna 12,1430,C1430EQQ,Obra Media,1745.29,"NAON, ROMULO 3573",-58.4811743123788,-34.5566875651788,"NAON, ROMULO",3573,Saavedra,12
032,085,006h,032-085-006h,16798721/18,2-32-85-6H,2018-08-15,RONDEAU 3165,Comuna 4,1262,C1262ABQ,Micro Obra,,RONDEAU 3165,-58.408763111675796,-34.6365319663245,RONDEAU,3165,Parque Patricios,4
027,091,018,027-091-018,22604879/18,16-27-91-018,2019-04-04,ROOSEVELT 1583,Comuna 13,1428,C1428BNA,Obra Media,1154.16,ROOSEVELT FRANKLIN D. 1583,-58.4526624103893,-34.55267856216849,ROOSEVELT FRANKLIN D.,1583,Belgrano,13
063,49b,003a,063-49b-003a,19641820/18,16-63-49b-3a,2018-08-03,ROOSEVELT 5632/44,Comuna 12,1431,C1431BZR,Obra Mayor,7882.87,ROOSEVELT FRANKLIN D. AV. 5632,-58.4930510251201,-34.5770009163645,ROOSEVELT FRANKLIN D. AV.,5632,Villa Urquiza,12
041,028,028a,041-028-028a,23014247/18,16-41-28-28A,2018-09-28,ROQUE PEREZ 3160,Comuna 12,1430,C1430FBN,Micro Obra,,"PEREZ, ROQUE 3160",-58.475685992613705,-34.5589517669386,"PEREZ, ROQUE",3160,Coghlan,12
041,044,010,041-044-010,16565463/17,041-044-010,2018-11-16,ROQUE PEREZ 3463,Comuna 12,1430,C1430FBS,Obra Menor,53.02,"PEREZ, ROQUE 3463",-58.4776286970158,-34.556254977932,"PEREZ, ROQUE",3463,Coghlan,12
041,044,010,041-044-010,18995268/18,16-41-44-10,2018-10-19,ROQUE PEREZ 3463/67,Comuna 12,1430,C1430FBS,Obra Menor,367.06,"PEREZ, ROQUE 3463",-58.4776286970158,-34.556254977932,"PEREZ, ROQUE",3463,Coghlan,12
040,132,006,040-132-006,24379050/18,06-40-132-006,2019-02-20,ROSARIO 146/48,Comuna 6,1424,C1424CCD,Obra Media,2370.63,ROSARIO 146,-58.430697191617696,-34.6186354120604,ROSARIO,146,Caballito,6
040,041,002b,040-041-002b,34119833/18,06-040-041-002B,2019-05-22,ROSARIO 720/40,Comuna 6,1424,C1424CCP,Obra Media,1060.19,ROSARIO 720,-58.439111998471496,-34.62034403848,ROSARIO,720,Caballito,6
049,160,028,049-160-028,32522521/18,15-49-160-028,2019-03-19,ROSETI 1140/42,Comuna 15,1427,C1427BVX,Obra Menor,168.15,ROSETI 1140,-58.4589227613451,-34.5819021868957,ROSETI,1140,Chacarita,15
 , , , - - ,28149957/16,,2018-03-19,ROSETI 1502,Comuna 15,1427,C1427BWF,Obra Menor,142.52,ROSETI 1502,-58.4634942422664,-34.5818053068698,ROSETI,1502,Villa Ortuzar,15
049,073,008,049-073-008,18609914/18,15-49-73-8,2019-05-22,ROSETI 1900,Comuna 15,1427,C1427BWL,Obra Media,652.73,ROSETI 1900,-58.4682946932751,-34.5816638900677,ROSETI,1900,Villa Ortuzar,15
049,042,023,049-042-023,27914243/16,15-49-42-23,2017-10-12,ROSETI 2135,Comuna 15,1427,C1427BWQ,Obra Media,1305.16,ROSETI 2135,-58.4714429036955,-34.5815321543574,ROSETI,2135,Villa Ortuzar,15
033,036,006,033-036-006,20349828/18,17-33-36-6,2019-04-12,ROSETI 72,Comuna 15,1427,C1427BVB,Obra Media,1776.62,ROSETI 72,-58.4463086045435,-34.5863023727142,ROSETI,72,Chacarita,15
 , , , - - ,18783735/17,,2018-02-01,ROSETTI 256,Comuna 15,1427,C1427BVF,Obra Menor,95.96,ROSETI 256,-58.4480837821673,-34.5855624892516,ROSETI,256,Chacarita,15
 , , , - - ,27307578/17,,2018-06-05,RUIZ DE LOS LLANOS,,,,Obra Menor,323.81,RUIZ DE LOS LLANOS,,,RUIZ DE LOS LLANOS,,,
 , , , - - ,27379376/17,,2018-01-16,RUIZ HUIDOBRO 2855,Comuna 12,1429,C1429DNU,Obra Media,926.18,RUIZ HUIDOBRO 2855,-58.4764539486321,-34.54616242266691,RUIZ HUIDOBRO,2855,Saavedra,12
040,028,038,040-028-038,15013883/18,06-40-28-38,2018-10-03,S. J. DE CALASANZ 839/41,Comuna 7,1424,C1424AHQ,Obra Mayor,2568.72,SAN JOSE DE CALASANZ 839,-58.4371064330457,-34.6290850562416,SAN JOSE DE CALASANZ,839,Parque Chacabuco,7
019,063,008,019-063-008,16207578/18,18-19-63-08,2018-11-29,S. ORTIZ 1685/857,Comuna 14,1414,C1414DOD,Obra Media,1527.84,"SCALABRINI ORTIZ, RAUL AV. 1685",-58.42402945456679,-34.5904046197163,"SCALABRINI ORTIZ, RAUL AV.",1685,Palermo,14
019,014,008c,019-014-008c,28005981/18,18-19-014-8c,2019-02-25,S. ORTIZ 1935,Comuna 14,1425,C1425DBA,Obra Mayor,3594.1,"SCALABRINI ORTIZ, RAUL AV. 1935",-58.4218407366171,-34.5889512958113,"SCALABRINI ORTIZ, RAUL AV.",1935,Palermo,14
 , , , - - ,17036588/17,,2018-05-28,S.BUSTAMANTE 1838/50,Comuna 2,1425,C1425DUL,Obra Media,2209.87,SANCHEZ DE BUSTAMANTE 1838,-58.4085570842896,-34.5896854251038,SANCHEZ DE BUSTAMANTE,1838,Recoleta,2
015,064,012,015-064-012,29871840/18,19-15-64-12,2019-03-08,S.DE BUSRAMANTE 1749,Comuna 2,1425,C1425DUI,Obra Media,2457.76,SANCHEZ DE BUSTAMANTE 1749,-58.4093269340672,-34.590808642688195,SANCHEZ DE BUSTAMANTE,1749,Recoleta,2
015,064,012,015-064-012,15276891/18,19-15-64-12,2018-11-12,S.DE BUSTAMANTE 1749,Comuna 2,1425,C1425DUI,Micro Obra,,SANCHEZ DE BUSTAMANTE 1749,-58.4093269340672,-34.590808642688195,SANCHEZ DE BUSTAMANTE,1749,Recoleta,2
013,030,031,013-030-031,33711652/18,9--13-30-31,2019-01-18,S.DE BUSTAMANTE 688,Comuna 5,1173,C1173ABL,Obra Media,840.01,SANCHEZ DE BUSTAMANTE 688,-58.414263896819705,-34.6022810115378,SANCHEZ DE BUSTAMANTE,688,Almagro,5
 , , , - - ,30152576/17,,2018-05-28,S.DE LA INDEP.1216,Comuna 14,1426,C1426BTR,Obra Media,1117.11,SOLDADO DE LA INDEPENDENCIA 1216,-58.439860274329604,-34.5644041982011,SOLDADO DE LA INDEPENDENCIA,1216,Palermo,14
030,034,003f,030-034-003f,9460211/16,8-30-34-3f,2017-09-14,S.DE LORIA 1464,Comuna 3,1241,C1241ACD,Obra Media,1311.71,SANCHEZ DE LORIA 1464,-58.4118994426594,-34.6271501677813,SANCHEZ DE LORIA,1464,San Cristobal,3
032,043,001,032-043-001,30158001/17,2-32-43-1,2018-09-19,S.DE LORIA 2305/09,Comuna 5,1241,C1241ACU,Obra Media,2125.4,SANCHEZ DE LORIA AV. 2305,-58.4110634349938,-34.6372132058842,SANCHEZ DE LORIA AV.,2305,Boedo,5
032,043,021,032-043-021,31390714/18,2-32-43-21,2018-12-12,S.DE LORIA 2343,Comuna 5,1241,C1241ACU,Obra Menor,400,SANCHEZ DE LORIA AV. 2343,-58.41116298126929,-34.6375287400636,SANCHEZ DE LORIA AV.,2343,Boedo,5
032,043,013a,032-043-013a,16015416/17,13-32-43-13a,2017-12-06,S.DE LORIA 2385/89,Comuna 5,1241,C1241ACU,Obra Media,1632.44,SANCHEZ DE LORIA AV. 2385,-58.411273743139105,-34.6378795159563,SANCHEZ DE LORIA AV.,2385,Boedo,5
030,041,009,030-041-009,8795324/16,8-30-41-9,2017-10-25,S.DE LORIA 922,Comuna 3,1220,C1220ADH,Obra Media,879.29,SANCHEZ DE LORIA 922,-58.4124581372194,-34.620980697358,SANCHEZ DE LORIA,922,San Cristobal,3
013,040,006h,013-040-006h,31001852/18,9-13-40-6H,2018-12-10,S.DE.BUSTAMANTE 569,Comuna 5,1173,C1173ABI,Obra Media,1535.72,SANCHEZ DE BUSTAMANTE 569,-58.414332968202714,-34.6033111335679,SANCHEZ DE BUSTAMANTE,569,Almagro,5
012,036,004,012-036-004,9485852/17,13-12-36-004,2018-11-23,S.DEL ESTERO 369/71,Comuna 1,1075,C1075AAG,Obra Media,637.18,SANTIAGO DEL ESTERO 369,-58.3847270271255,-34.6130024968857,SANTIAGO DEL ESTERO,369,Monserrat,1
 , , , - - ,5853834/17,,2018-06-05,S.DUMONT 3405/11,Comuna 15,1427,C1427EIA,Obra Mayor,4374.39,"DUMONT, SANTOS 3405",-58.447196492293386,-34.5821486965353,"DUMONT, SANTOS",3405,Chacarita,15
033,037,13,033-037-13,30391603/17,17-33-37-13/14,2018-08-03,S.DUMONT 3754/58,Comuna 15,1427,C1427EIH,Obra Mayor,2509.48,"DUMONT, SANTOS 3754",-58.44859897574899,-34.58587037155791,"DUMONT, SANTOS",3754,Chacarita,15
033,037,14,033-037-14,30391603/17,17-33-37-13/14,2018-08-03,S.DUMONT 3754/58,Comuna 15,1427,C1427EIH,Obra Mayor,2509.48,"DUMONT, SANTOS 3754",-58.44859897574899,-34.58587037155791,"DUMONT, SANTOS",3754,Chacarita,15
043,159,036a,043-159-036a,22939181/17,16-43-159-36A,2017-10-20,S.I.LABRADOR 4316/24,Comuna 12,1429,C1429ADR,Obra Mayor,2599.56,SAN ISIDRO LABRADOR AV. 4316,-58.473265936400786,-34.5448331172529,SAN ISIDRO LABRADOR AV.,4316,Saavedra,12
043,162,025a,043-162-025a,30156846/17,16-43-162-25a,2018-10-04,S.I.LABRADOR 4552,Comuna 12,1429,C1429ADT,Obra Media,973.7,SAN ISIDRO LABRADOR AV. 4552,-58.474059504241716,-34.543030264716,SAN ISIDRO LABRADOR AV.,4552,Saavedra,12
 , , , - - ,21294518/17,,2018-01-10,S.M.CARRIL 4580/82,Comuna 11,1419,C1419HBN,Obra Menor,50.16,"CARRIL, SALVADOR MARIA DEL AV. 4580",-58.519052401717396,-34.6037191462328,"CARRIL, SALVADOR MARIA DEL AV.",4580,Villa Devoto,11
015,061,148b,015-061-148b,12564325/18,15-061-148b,2018-12-21,S.M.DEL CARRIL 2276,Comuna 15,1419,C1419GZO,Micro Obra,,"CARRIL, SALVADOR MARIA DEL AV. 2276",-58.491068910715,-34.5863378006306,"CARRIL, SALVADOR MARIA DEL AV.",2276,Agronomia,15
 , , , - - ,14357009/17,,2018-03-15,S.M.DEL CARRIL 2338/42,Comuna 15,1419,C1419GZP,Obra Menor,97.23,"CARRIL, SALVADOR MARIA DEL AV. 2338",-58.4918193402596,-34.5868112373554,"CARRIL, SALVADOR MARIA DEL AV.",2338,Agronomia,15
061,147B,002,061-147B-002,30377056/17,15-61-147B-002,2018-08-23,S.M.DEL CARRIL 2370/74,Comuna 15,1419,C1419GZP,Obra Media,790.79,"CARRIL, SALVADOR MARIA DEL AV. 2370",-58.492195349048785,-34.58704687571589,"CARRIL, SALVADOR MARIA DEL AV.",2370,Agronomia,15
 , , , - - ,11386585/16,,2018-04-18,S.M.DEL CARRIL 2415/17,Comuna 12,1419,C1419GZD,Obra Media,575.47,"CARRIL, SALVADOR MARIA DEL AV. 2415",-58.4927988568204,-34.587263158827604,"CARRIL, SALVADOR MARIA DEL AV.",2415,Villa Pueyrredon,12
075,017,009a,075-017-009a,27519958/16,16-75-17-9a,2017-12-06,S.M.DEL CARRIL 2927,Comuna 12,1419,C1419GZI,Obra Media,831.92,"CARRIL, SALVADOR MARIA DEL AV. 2927",-58.4985842905703,-34.5908659180824,"CARRIL, SALVADOR MARIA DEL AV.",2927,Villa Pueyrredon,12
 , , , - - ,24466643/15,,2018-04-27,S.M.DEL CARRIL 3053,Comuna 12,1419,C1419GZJ,Obra Media,1314.21,"CARRIL, SALVADOR MARIA DEL AV. 3053",-58.500200748694496,-34.5918665477446,"CARRIL, SALVADOR MARIA DEL AV.",3053,Villa Pueyrredon,12
089,055,001b,089-055-001b,28401669/17,15-89-55-1b,2019-02-15,S.M.DEL CARRIL 4708,Comuna 11,1419,C1419HBP,Obra Menor,82.97,"CARRIL, SALVADOR MARIA DEL AV. 4708",-58.5208561187566,-34.60481750375269,"CARRIL, SALVADOR MARIA DEL AV.",4708,Villa Devoto,11
 , , , - - ,19961784/17,,2018-04-25,S.ORTIZ 1135/45,Comuna 14,1414,C1414DNL,Obra Mayor,7213.85,"SCALABRINI ORTIZ, RAUL AV. 1135",-58.429590192793896,-34.5941050724701,"SCALABRINI ORTIZ, RAUL AV.",1135,Palermo,14
031,102,017,031-102-017,29916944/17,18-31-102-17,2018-11-05,S.ORTIZ 1187/89,Comuna 14,1414,C1414DNL,Obra Mayor,2727.41,"SCALABRINI ORTIZ, RAUL AV. 1187",-58.429241898831386,-34.5938726443829,"SCALABRINI ORTIZ, RAUL AV.",1187,Palermo,14
 , , , - - ,24856226/17,,2018-03-21,S.ORTIZ 1202/18,Comuna 14,1414,C1414DNZ,Obra Menor,323,"SCALABRINI ORTIZ, RAUL AV. 1202",-58.42914296619289,-34.5935816450934,"SCALABRINI ORTIZ, RAUL AV.",1202,Palermo,14
018,019,031,018-019-031,27738080/17,18-019-031,2018-08-03,S.ORTIZ 1486/500,Comuna 14,1414,C1414DOO,Obra Mayor,7352.85,"SCALABRINI ORTIZ, RAUL AV. 1486",-58.426207410370395,-34.5916320846742,"SCALABRINI ORTIZ, RAUL AV.",1486,Palermo,14
019,048,036,019-048-036,12517521/18,18-19-48-36,2018-09-11,S.ORTIZ 1576/84,Comuna 14,1414,C1414DOP,Obra Media,1499.06,"SCALABRINI ORTIZ, RAUL AV. 1576",-58.425271366396295,-34.5910041539886,"SCALABRINI ORTIZ, RAUL AV.",1576,Palermo,14
019,064,21A,019-064-21A,33498119/18,16-19-64-21A/22,2019-02-08,S.ORTIZ 1638/50,Comuna 14,1414,C1414DOQ,Obra Mayor,6336.25,"SCALABRINI ORTIZ, RAUL AV. 1638",-58.4246007293104,-34.590560745750196,"SCALABRINI ORTIZ, RAUL AV.",1638,Palermo,14
019,064,22,019-064-22,33498119/18,16-19-64-21A/22,2019-02-08,S.ORTIZ 1638/50,Comuna 14,1414,C1414DOQ,Obra Mayor,6336.25,"SCALABRINI ORTIZ, RAUL AV. 1638",-58.4246007293104,-34.590560745750196,"SCALABRINI ORTIZ, RAUL AV.",1638,Palermo,14
 , , , - - ,29868810/17,,2018-04-18,S.ORTIZ 1701/25,Comuna 14,1414,C1414DOE,Obra Mayor,4096.76,"SCALABRINI ORTIZ, RAUL AV. 1701",-58.4237874423393,-34.59024373143149,"SCALABRINI ORTIZ, RAUL AV.",1701,Palermo,14
031,104,023,031-104-023,30397608/17,18-31-104-23,2018-07-26,S.ORTIZ 1802/18,Comuna 14,1414,C1414DOS,Obra Mayor,3624.25,"SCALABRINI ORTIZ, RAUL AV. 1802",-58.42314252150421,-34.58959154835561,"SCALABRINI ORTIZ, RAUL AV.",1802,Palermo,14
019,115,007,019-115-007,6129497/17,18-19-115-07,2017-11-14,S.ORTIZ 2089/93,Comuna 14,1425,C1425DBB,Obra Media,2404.09,"SCALABRINI ORTIZ, RAUL AV. 2089",-58.420285171869295,-34.5879740834688,"SCALABRINI ORTIZ, RAUL AV.",2089,Palermo,14
 , , , - - ,27307888/17,,2018-04-16,S.ORTIZ 774,Comuna 15,1414,C1414DNU,Obra Media,2060.45,"SCALABRINI ORTIZ, RAUL AV. 774",-58.433819676778896,-34.596598980043396,"SCALABRINI ORTIZ, RAUL AV.",774,Villa Crespo,15
 , , , - - ,23862284/17,,2018-04-16,S.RUGGIERI 2718,Comuna 14,1425,C1425DLB,Obra Media,2084.92,"RUGGIERI, SILVIO L. 2718",-58.4081031478431,-34.582440660608,"RUGGIERI, SILVIO L.",2718,Palermo,14
